station,date,prcp,tobs,name,latitude,longitude,elevation,ID
USC00519397,2010-02-07,0.0,64,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,31
USC00519397,2010-02-08,0.0,69,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,32
USC00519397,2010-02-09,0.0,73,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,33
USC00519397,2010-02-11,0.0,73,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,34
USC00519397,2010-02-12,0.02,69,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,35
USC00519397,2010-02-13,0.01,69,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,36
USC00519397,2010-02-14,0.0,69,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,37
USC00519397,2010-02-15,0.0,71,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,38
USC00519397,2010-02-16,0.0,61,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,39
USC00519397,2010-02-17,0.0,69,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,40
USC00519397,2010-02-20,0.03,64,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,41
USC00519397,2010-02-21,0.0,65,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,42
USC00519397,2010-02-22,0.0,67,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,43
USC00519397,2010-02-23,0.0,68,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,44
USC00519397,2010-02-24,0.0,65,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,45
USC00519397,2010-02-25,0.0,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,46
USC00519397,2010-02-26,0.0,75,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,47
USC00519397,2010-02-28,0.0,66,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,48
USC00519397,2010-03-01,0.01,70,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,49
USC00519397,2010-03-02,0.0,72,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,50
USC00519397,2010-03-03,0.0,73,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,51
USC00519397,2010-03-04,0.12,70,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,52
USC00519397,2010-03-05,0.08,71,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,53
USC00519397,2010-03-06,0.03,72,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,54
USC00519397,2010-03-07,0.0,72,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,55
USC00519397,2010-03-08,0.43,69,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,56
USC00519397,2010-03-09,0.06,70,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,57
USC00519397,2010-03-12,0.0,72,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,58
USC00519397,2010-03-13,0.0,73,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,59
USC00519397,2010-03-14,0.0,70,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,60
USC00519397,2010-03-15,0.06,71,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,61
USC00519397,2010-03-17,0.0,68,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,62
USC00519397,2010-03-18,0.0,70,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,63
USC00519397,2010-03-21,0.0,72,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,64
USC00519397,2010-03-22,0.0,69,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,65
USC00519397,2010-03-23,0.0,68,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,66
USC00519397,2010-03-24,0.0,74,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,67
USC00519397,2010-03-27,0.0,72,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,68
USC00519397,2010-03-28,0.0,73,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,69
USC00519397,2010-03-29,0.0,74,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,70
USC00519397,2010-03-30,0.0,73,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,71
USC00519397,2010-03-31,0.0,73,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,72
USC00519397,2010-04-01,0.0,74,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,73
USC00519397,2010-04-02,0.01,74,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,74
USC00519397,2010-04-03,0.17,74,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,75
USC00519397,2010-04-04,0.15,71,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,76
USC00519397,2010-04-05,0.27,72,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,77
USC00519397,2010-04-06,0.01,75,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,78
USC00519397,2010-04-08,0.0,75,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,79
USC00519397,2010-04-09,0.01,75,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,80
USC00519397,2010-04-10,0.0,75,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,81
USC00519397,2010-04-11,0.01,73,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,82
USC00519397,2010-04-12,0.01,73,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,83
USC00519397,2010-04-13,0.0,71,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,84
USC00519397,2010-04-15,0.0,71,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,85
USC00519397,2010-04-16,0.01,68,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,86
USC00519397,2010-04-17,0.0,70,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,87
USC00519397,2010-04-18,0.0,71,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,88
USC00519397,2010-04-19,0.0,74,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,89
USC00519397,2010-04-20,0.04,71,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,90
USC00519397,2010-04-21,0.01,75,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,91
USC00519397,2010-04-22,0.0,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,92
USC00519397,2010-04-23,0.02,75,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,93
USC00519397,2010-04-24,0.0,75,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,94
USC00519397,2010-04-25,0.0,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,95
USC00519397,2010-04-26,0.0,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,96
USC00519397,2010-04-28,0.0,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,97
USC00519397,2010-04-30,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,98
USC00519397,2010-05-01,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,99
USC00519397,2010-05-02,0.03,73,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,100
USC00519397,2010-05-03,0.2,74,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,101
USC00519397,2010-05-04,0.08,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,102
USC00519397,2010-05-05,0.01,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,103
USC00519397,2010-05-06,0.0,80,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,104
USC00519397,2010-05-07,0.05,74,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,105
USC00519397,2010-05-08,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,106
USC00519397,2010-05-09,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,107
USC00519397,2010-05-10,0.0,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,108
USC00519397,2010-05-11,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,109
USC00519397,2010-05-13,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,110
USC00519397,2010-05-14,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,111
USC00519397,2010-05-15,0.0,75,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,112
USC00519397,2010-05-16,0.03,73,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,113
USC00519397,2010-05-17,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,114
USC00519397,2010-05-18,0.0,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,115
USC00519397,2010-05-19,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,116
USC00519397,2010-05-22,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,117
USC00519397,2010-05-23,0.05,75,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,118
USC00519397,2010-05-24,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,119
USC00519397,2010-05-25,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,120
USC00519397,2010-05-26,0.02,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,121
USC00519397,2010-05-27,0.0,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,122
USC00519397,2010-05-28,0.0,75,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,123
USC00519397,2010-05-29,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,124
USC00519397,2010-05-30,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,125
USC00519397,2010-05-31,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,126
USC00519397,2010-06-01,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,127
USC00519397,2010-06-02,0.01,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,128
USC00519397,2010-06-03,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,129
USC00519397,2010-06-04,0.0,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,130
USC00519397,2010-06-05,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,131
USC00519397,2010-06-06,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,132
USC00519397,2010-06-07,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,133
USC00519397,2010-06-08,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,134
USC00519397,2010-06-09,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,135
USC00519397,2010-06-10,0.0,79,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,136
USC00519397,2010-06-11,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,137
USC00519397,2010-06-12,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,138
USC00519397,2010-06-13,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,139
USC00519397,2010-06-14,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,140
USC00519397,2010-06-15,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,141
USC00519397,2010-06-16,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,142
USC00519397,2010-06-17,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,143
USC00519397,2010-06-18,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,144
USC00519397,2010-06-19,0.0,82,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,145
USC00519397,2010-06-20,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,146
USC00519397,2010-06-21,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,147
USC00519397,2010-06-22,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,148
USC00519397,2010-06-23,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,149
USC00519397,2010-06-24,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,150
USC00519397,2010-06-25,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,151
USC00519397,2010-06-26,0.02,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,152
USC00519397,2010-06-27,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,153
USC00519397,2010-06-28,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,154
USC00519397,2010-06-29,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,155
USC00519397,2010-06-30,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,156
USC00519397,2010-07-01,0.01,75,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,157
USC00519397,2010-07-02,0.05,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,158
USC00519397,2010-07-03,0.09,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,159
USC00519397,2010-07-04,0.05,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,160
USC00519397,2010-07-05,0.06,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,161
USC00519397,2010-07-06,0.08,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,162
USC00519397,2010-07-07,0.08,74,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,163
USC00519397,2010-07-08,0.03,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,164
USC00519397,2010-07-09,0.06,74,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,165
USC00519397,2010-07-10,0.09,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,166
USC00519397,2010-07-11,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,167
USC00519397,2010-07-12,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,168
USC00519397,2010-07-13,0.0,80,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,169
USC00519397,2010-07-17,0.02,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,170
USC00519397,2010-07-18,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,171
USC00519397,2010-07-19,0.04,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,172
USC00519397,2010-07-21,0.0,80,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,173
USC00519397,2010-07-22,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,174
USC00519397,2010-07-24,0.0,80,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,175
USC00519397,2010-07-25,0.0,79,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,176
USC00519397,2010-07-26,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,177
USC00519397,2010-07-27,0.0,79,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,178
USC00519397,2010-07-28,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,179
USC00519397,2010-07-29,0.0,79,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,180
USC00519397,2010-07-30,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,181
USC00519397,2010-07-31,0.02,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,182
USC00519397,2010-08-01,0.04,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,183
USC00519397,2010-08-02,0.01,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,184
USC00519397,2010-08-03,0.02,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,185
USC00519397,2010-08-04,0.07,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,186
USC00519397,2010-08-05,0.08,75,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,187
USC00519397,2010-08-06,0.03,75,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,188
USC00519397,2010-08-07,0.0,80,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,189
USC00519397,2010-08-08,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,190
USC00519397,2010-08-09,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,191
USC00519397,2010-08-10,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,192
USC00519397,2010-08-11,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,193
USC00519397,2010-08-12,0.0,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,194
USC00519397,2010-08-13,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,195
USC00519397,2010-08-14,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,196
USC00519397,2010-08-15,0.01,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,197
USC00519397,2010-08-16,0.0,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,198
USC00519397,2010-08-17,0.05,74,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,199
USC00519397,2010-08-18,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,200
USC00519397,2010-08-19,0.0,79,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,201
USC00519397,2010-08-20,0.0,79,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,202
USC00519397,2010-08-21,0.0,79,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,203
USC00519397,2010-08-22,0.0,75,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,204
USC00519397,2010-08-23,0.01,87,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,205
USC00519397,2010-08-24,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,206
USC00519397,2010-08-25,0.04,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,207
USC00519397,2010-08-26,0.03,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,208
USC00519397,2010-08-27,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,209
USC00519397,2010-08-28,0.04,79,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,210
USC00519397,2010-08-29,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,211
USC00519397,2010-08-30,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,212
USC00519397,2010-08-31,0.0,80,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,213
USC00519397,2010-09-01,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,214
USC00519397,2010-09-02,0.02,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,215
USC00519397,2010-09-03,0.04,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,216
USC00519397,2010-09-04,0.01,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,217
USC00519397,2010-09-05,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,218
USC00519397,2010-09-06,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,219
USC00519397,2010-09-07,0.06,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,220
USC00519397,2010-09-08,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,221
USC00519397,2010-09-09,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,222
USC00519397,2010-09-10,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,223
USC00519397,2010-09-11,0.05,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,224
USC00519397,2010-09-12,0.0,74,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,225
USC00519397,2010-09-13,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,226
USC00519397,2010-09-14,0.0,79,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,227
USC00519397,2010-09-15,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,228
USC00519397,2010-09-16,0.0,79,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,229
USC00519397,2010-09-17,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,230
USC00519397,2010-09-19,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,231
USC00519397,2010-09-20,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,232
USC00519397,2010-09-21,0.0,79,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,233
USC00519397,2010-09-22,0.04,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,234
USC00519397,2010-09-23,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,235
USC00519397,2010-09-24,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,236
USC00519397,2010-09-25,0.0,79,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,237
USC00519397,2010-09-26,0.0,74,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,238
USC00519397,2010-09-27,0.0,75,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,239
USC00519397,2010-09-28,0.0,75,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,240
USC00519397,2010-09-29,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,241
USC00519397,2010-09-30,0.57,73,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,242
USC00519397,2010-10-01,0.31,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,243
USC00519397,2010-10-02,0.03,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,244
USC00519397,2010-10-03,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,245
USC00519397,2010-10-04,0.06,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,246
USC00519397,2010-10-05,0.0,80,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,247
USC00519397,2010-10-06,0.0,79,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,248
USC00519397,2010-10-07,0.0,79,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,249
USC00519397,2010-10-08,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,250
USC00519397,2010-10-09,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,251
USC00519397,2010-10-10,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,252
USC00519397,2010-10-11,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,253
USC00519397,2010-10-12,0.0,79,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,254
USC00519397,2010-10-13,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,255
USC00519397,2010-10-15,0.0,78,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,256
USC00519397,2010-10-16,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,257
USC00519397,2010-10-17,0.0,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,258
USC00519397,2010-10-18,0.0,76,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,259
USC00519397,2010-10-19,0.07,72,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,260
USC00519397,2010-10-20,0.0,74,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,261
USC00519397,2010-10-21,0.0,80,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,262
USC00519397,2010-10-22,0.0,77,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0,263
