M_ID,station,date,prcp,tobs
147,USC00519397,2010-06-21,0.0,78
148,USC00519397,2010-06-22,0.0,78
149,USC00519397,2010-06-23,0.0,78
150,USC00519397,2010-06-24,0.0,78
151,USC00519397,2010-06-25,0.0,77
152,USC00519397,2010-06-26,0.02,76
153,USC00519397,2010-06-27,0.0,78
154,USC00519397,2010-06-28,0.0,78
155,USC00519397,2010-06-29,0.0,78
156,USC00519397,2010-06-30,0.0,78
157,USC00519397,2010-07-01,0.01,75
158,USC00519397,2010-07-02,0.05,77
159,USC00519397,2010-07-03,0.09,77
160,USC00519397,2010-07-04,0.05,78
161,USC00519397,2010-07-05,0.06,78
162,USC00519397,2010-07-06,0.08,76
163,USC00519397,2010-07-07,0.08,74
164,USC00519397,2010-07-08,0.03,76
165,USC00519397,2010-07-09,0.06,74
166,USC00519397,2010-07-10,0.09,76
167,USC00519397,2010-07-11,0.0,78
168,USC00519397,2010-07-12,0.0,77
169,USC00519397,2010-07-13,0.0,80
170,USC00519397,2010-07-17,0.02,76
171,USC00519397,2010-07-18,0.0,77
172,USC00519397,2010-07-19,0.04,77
173,USC00519397,2010-07-21,0.0,80
174,USC00519397,2010-07-22,0.0,78
175,USC00519397,2010-07-24,0.0,80
176,USC00519397,2010-07-25,0.0,79
177,USC00519397,2010-07-26,0.0,78
178,USC00519397,2010-07-27,0.0,79
179,USC00519397,2010-07-28,0.0,78
180,USC00519397,2010-07-29,0.0,79
181,USC00519397,2010-07-30,0.0,78
182,USC00519397,2010-07-31,0.02,77
183,USC00519397,2010-08-01,0.04,77
184,USC00519397,2010-08-02,0.01,76
185,USC00519397,2010-08-03,0.02,77
186,USC00519397,2010-08-04,0.07,77
187,USC00519397,2010-08-05,0.08,75
188,USC00519397,2010-08-06,0.03,75
189,USC00519397,2010-08-07,0.0,80
190,USC00519397,2010-08-08,0.0,77
191,USC00519397,2010-08-09,0.0,78
192,USC00519397,2010-08-10,0.0,78
193,USC00519397,2010-08-11,0.0,77
194,USC00519397,2010-08-12,0.0,76
195,USC00519397,2010-08-13,0.0,78
196,USC00519397,2010-08-14,0.0,78
197,USC00519397,2010-08-15,0.01,76
198,USC00519397,2010-08-16,0.0,76
199,USC00519397,2010-08-17,0.05,74
200,USC00519397,2010-08-18,0.0,77
201,USC00519397,2010-08-19,0.0,79
202,USC00519397,2010-08-20,0.0,79
203,USC00519397,2010-08-21,0.0,79
204,USC00519397,2010-08-22,0.0,75
205,USC00519397,2010-08-23,0.01,87
206,USC00519397,2010-08-24,0.0,78
207,USC00519397,2010-08-25,0.04,76
208,USC00519397,2010-08-26,0.03,78
209,USC00519397,2010-08-27,0.0,78
210,USC00519397,2010-08-28,0.04,79
211,USC00519397,2010-08-29,0.0,78
212,USC00519397,2010-08-30,0.0,78
213,USC00519397,2010-08-31,0.0,80
214,USC00519397,2010-09-01,0.0,77
215,USC00519397,2010-09-02,0.02,76
216,USC00519397,2010-09-03,0.04,78
217,USC00519397,2010-09-04,0.01,77
218,USC00519397,2010-09-05,0.0,77
219,USC00519397,2010-09-06,0.0,77
220,USC00519397,2010-09-07,0.06,76
221,USC00519397,2010-09-08,0.0,78
222,USC00519397,2010-09-09,0.0,78
223,USC00519397,2010-09-10,0.0,78
224,USC00519397,2010-09-11,0.05,78
225,USC00519397,2010-09-12,0.0,74
226,USC00519397,2010-09-13,0.0,78
227,USC00519397,2010-09-14,0.0,79
228,USC00519397,2010-09-15,0.0,77
229,USC00519397,2010-09-16,0.0,79
230,USC00519397,2010-09-17,0.0,78
231,USC00519397,2010-09-19,0.0,78
232,USC00519397,2010-09-20,0.0,78
233,USC00519397,2010-09-21,0.0,79
234,USC00519397,2010-09-22,0.04,76
235,USC00519397,2010-09-23,0.0,78
236,USC00519397,2010-09-24,0.0,78
237,USC00519397,2010-09-25,0.0,79
238,USC00519397,2010-09-26,0.0,74
239,USC00519397,2010-09-27,0.0,75
240,USC00519397,2010-09-28,0.0,75
241,USC00519397,2010-09-29,0.0,78
242,USC00519397,2010-09-30,0.57,73
243,USC00519397,2010-10-01,0.31,78
244,USC00519397,2010-10-02,0.03,78
245,USC00519397,2010-10-03,0.0,78
246,USC00519397,2010-10-04,0.06,78
247,USC00519397,2010-10-05,0.0,80
248,USC00519397,2010-10-06,0.0,79
249,USC00519397,2010-10-07,0.0,79
250,USC00519397,2010-10-08,0.0,78
251,USC00519397,2010-10-09,0.0,78
252,USC00519397,2010-10-10,0.0,78
253,USC00519397,2010-10-11,0.0,77
254,USC00519397,2010-10-12,0.0,79
255,USC00519397,2010-10-13,0.0,78
256,USC00519397,2010-10-15,0.0,78
257,USC00519397,2010-10-16,0.0,77
258,USC00519397,2010-10-17,0.0,76
259,USC00519397,2010-10-18,0.0,76
260,USC00519397,2010-10-19,0.07,72
261,USC00519397,2010-10-20,0.0,74
262,USC00519397,2010-10-21,0.0,80
263,USC00519397,2010-10-22,0.0,77
264,USC00519397,2010-10-23,0.0,75
265,USC00519397,2010-10-24,0.0,78
266,USC00519397,2010-10-25,0.0,78
267,USC00519397,2010-10-26,0.07,76
268,USC00519397,2010-10-27,0.05,79
269,USC00519397,2010-10-28,0.06,78
270,USC00519397,2010-10-29,0.03,78
271,USC00519397,2010-10-30,0.02,77
272,USC00519397,2010-10-31,0.0,76
273,USC00519397,2010-11-01,0.01,75
274,USC00519397,2010-11-02,0.01,73
275,USC00519397,2010-11-05,0.0,77
276,USC00519397,2010-11-06,0.0,76
277,USC00519397,2010-11-07,0.0,77
278,USC00519397,2010-11-08,0.0,76
279,USC00519397,2010-11-09,0.0,73
280,USC00519397,2010-11-10,0.23,73
281,USC00519397,2010-11-11,0.0,77
282,USC00519397,2010-11-12,0.0,77
283,USC00519397,2010-11-13,0.0,76
284,USC00519397,2010-11-16,0.0,73
285,USC00519397,2010-11-17,0.0,73
286,USC00519397,2010-11-20,0.03,69
287,USC00519397,2010-11-21,0.0,69
288,USC00519397,2010-11-22,0.0,68
289,USC00519397,2010-11-23,0.0,69
290,USC00519397,2010-11-24,0.0,76
291,USC00519397,2010-11-25,0.0,76
292,USC00519397,2010-11-27,0.0,75
293,USC00519397,2010-11-28,0.0,74
294,USC00519397,2010-11-29,0.0,69
295,USC00519397,2010-11-30,0.0,74
296,USC00519397,2010-12-01,0.04,76
297,USC00519397,2010-12-03,0.0,74
298,USC00519397,2010-12-04,0.0,74
299,USC00519397,2010-12-06,0.0,64
300,USC00519397,2010-12-07,0.0,64
301,USC00519397,2010-12-08,0.0,67
302,USC00519397,2010-12-09,0.0,77
303,USC00519397,2010-12-10,1.58,66
304,USC00519397,2010-12-11,0.77,69
305,USC00519397,2010-12-12,0.0,68
306,USC00519397,2010-12-13,0.0,68
307,USC00519397,2010-12-14,0.0,71
308,USC00519397,2010-12-15,0.0,74
309,USC00519397,2010-12-16,0.0,67
310,USC00519397,2010-12-17,0.0,66
311,USC00519397,2010-12-18,0.0,69
312,USC00519397,2010-12-19,1.4,71
313,USC00519397,2010-12-23,0.0,70
314,USC00519397,2010-12-24,0.0,70
315,USC00519397,2010-12-27,0.13,74
316,USC00519397,2010-12-28,0.55,71
317,USC00519397,2010-12-29,0.06,75
318,USC00519397,2010-12-30,0.01,75
319,USC00519397,2010-12-31,0.0,72
320,USC00519397,2011-01-01,0.0,69
321,USC00519397,2011-01-02,0.0,72
322,USC00519397,2011-01-03,0.0,74
323,USC00519397,2011-01-04,0.0,73
324,USC00519397,2011-01-05,0.0,64
325,USC00519397,2011-01-06,0.01,65
326,USC00519397,2011-01-07,0.0,68
327,USC00519397,2011-01-08,0.0,62
328,USC00519397,2011-01-09,0.0,58
329,USC00519397,2011-01-10,0.0,73
330,USC00519397,2011-01-11,0.09,60
331,USC00519397,2011-01-14,0.03,76
332,USC00519397,2011-01-15,0.0,68
333,USC00519397,2011-01-16,0.0,66
334,USC00519397,2011-01-17,0.0,64
335,USC00519397,2011-01-18,0.0,64
336,USC00519397,2011-01-19,0.03,64
337,USC00519397,2011-01-20,0.0,76
338,USC00519397,2011-01-21,0.0,75
339,USC00519397,2011-01-22,0.0,68
340,USC00519397,2011-01-23,0.0,68
341,USC00519397,2011-01-24,0.0,72
342,USC00519397,2011-01-25,0.0,63
343,USC00519397,2011-01-27,0.0,68
344,USC00519397,2011-01-28,0.0,75
345,USC00519397,2011-01-29,0.0,65
346,USC00519397,2011-01-30,0.0,64
347,USC00519397,2011-01-31,0.22,68
348,USC00519397,2011-02-01,0.0,68
349,USC00519397,2011-02-02,0.0,66
350,USC00519397,2011-02-03,0.0,67
351,USC00519397,2011-02-04,0.0,64
352,USC00519397,2011-02-05,0.0,65
353,USC00519397,2011-02-06,0.0,75
354,USC00519397,2011-02-07,1.29,68
355,USC00519397,2011-02-08,1.3,71
356,USC00519397,2011-02-09,0.0,71
357,USC00519397,2011-02-10,0.29,71
358,USC00519397,2011-02-13,0.0,68
359,USC00519397,2011-02-14,0.04,72
360,USC00519397,2011-02-15,0.05,70
361,USC00519397,2011-02-16,0.0,74
362,USC00519397,2011-02-19,0.0,67
363,USC00519397,2011-02-20,1.72,71
364,USC00519397,2011-02-21,0.0,71
365,USC00519397,2011-02-22,0.82,71
366,USC00519397,2011-02-23,0.0,74
367,USC00519397,2011-02-24,0.2,68
368,USC00519397,2011-02-25,0.0,71
369,USC00519397,2011-02-26,0.0,69
370,USC00519397,2011-02-27,0.0,69
371,USC00519397,2011-02-28,0.0,68
372,USC00519397,2011-03-01,0.1,68
373,USC00519397,2011-03-02,0.0,72
374,USC00519397,2011-03-03,0.0,74
375,USC00519397,2011-03-04,0.88,72
376,USC00519397,2011-03-05,0.4,69
377,USC00519397,2011-03-06,0.03,70
378,USC00519397,2011-03-09,0.2,71
379,USC00519397,2011-03-10,0.15,71
380,USC00519397,2011-03-12,0.0,72
381,USC00519397,2011-03-13,0.0,70
382,USC00519397,2011-03-14,0.0,71
383,USC00519397,2011-03-16,0.0,76
384,USC00519397,2011-03-17,0.01,73
385,USC00519397,2011-03-18,0.05,74
386,USC00519397,2011-03-19,0.01,74
387,USC00519397,2011-03-20,0.02,74
388,USC00519397,2011-03-21,0.0,74
389,USC00519397,2011-03-22,0.02,74
390,USC00519397,2011-03-23,0.0,74
391,USC00519397,2011-03-24,0.06,73
392,USC00519397,2011-03-25,0.0,74
393,USC00519397,2011-03-26,0.0,74
394,USC00519397,2011-03-27,0.0,73
395,USC00519397,2011-03-28,0.04,74
396,USC00519397,2011-03-30,0.0,75
397,USC00519397,2011-03-31,0.0,74
398,USC00519397,2011-04-01,0.05,74
399,USC00519397,2011-04-02,0.04,75
400,USC00519397,2011-04-03,0.0,74
401,USC00519397,2011-04-04,0.0,75
402,USC00519397,2011-04-05,0.0,74
403,USC00519397,2011-04-06,0.09,70
404,USC00519397,2011-04-07,1.11,70
405,USC00519397,2011-04-08,0.36,70
406,USC00519397,2011-04-09,0.02,76
407,USC00519397,2011-04-10,0.0,76
408,USC00519397,2011-04-11,0.0,76
409,USC00519397,2011-04-12,0.0,76
410,USC00519397,2011-04-13,0.0,70
411,USC00519397,2011-04-15,0.0,77
412,USC00519397,2011-04-16,0.12,74
413,USC00519397,2011-04-17,0.0,73
414,USC00519397,2011-04-18,0.0,76
415,USC00519397,2011-04-19,0.0,76
416,USC00519397,2011-04-20,0.0,74
417,USC00519397,2011-04-21,0.0,77
418,USC00519397,2011-04-22,0.0,77
419,USC00519397,2011-04-23,0.0,78
420,USC00519397,2011-04-24,0.0,77
421,USC00519397,2011-04-25,0.0,77
422,USC00519397,2011-04-26,0.0,76
423,USC00519397,2011-04-27,0.0,77
424,USC00519397,2011-04-29,0.0,78
425,USC00519397,2011-04-30,0.04,76
426,USC00519397,2011-05-01,0.0,77
427,USC00519397,2011-05-02,0.0,77
428,USC00519397,2011-05-03,2.1,70
429,USC00519397,2011-05-04,0.02,76
430,USC00519397,2011-05-05,0.12,74
431,USC00519397,2011-05-06,0.12,72
432,USC00519397,2011-05-07,0.55,74
433,USC00519397,2011-05-08,0.55,73
434,USC00519397,2011-05-09,0.02,75
435,USC00519397,2011-05-10,0.11,75
436,USC00519397,2011-05-11,0.1,75
437,USC00519397,2011-05-12,0.0,76
438,USC00519397,2011-05-13,0.0,77
439,USC00519397,2011-05-14,0.0,78
440,USC00519397,2011-05-15,0.0,77
441,USC00519397,2011-05-16,0.0,78
442,USC00519397,2011-05-17,0.0,77
443,USC00519397,2011-05-18,0.0,76
444,USC00519397,2011-05-19,0.01,77
445,USC00519397,2011-05-20,0.0,79
446,USC00519397,2011-05-21,0.0,77
447,USC00519397,2011-05-22,0.06,74
448,USC00519397,2011-05-23,0.02,78
449,USC00519397,2011-05-24,0.0,77
450,USC00519397,2011-05-25,0.0,79
451,USC00519397,2011-05-26,0.0,78
452,USC00519397,2011-05-27,0.0,78
453,USC00519397,2011-05-28,0.0,77
454,USC00519397,2011-05-29,0.0,78
455,USC00519397,2011-05-30,0.0,78
456,USC00519397,2011-05-31,0.05,73
457,USC00519397,2011-06-01,0.07,77
458,USC00519397,2011-06-02,0.0,78
459,USC00519397,2011-06-03,0.56,73
460,USC00519397,2011-06-04,0.89,70
461,USC00519397,2011-06-05,0.0,76
462,USC00519397,2011-06-06,0.0,77
463,USC00519397,2011-06-07,0.0,77
464,USC00519397,2011-06-08,0.03,77
465,USC00519397,2011-06-09,0.01,77
466,USC00519397,2011-06-10,0.0,78
467,USC00519397,2011-06-11,0.0,77
468,USC00519397,2011-06-12,0.0,77
469,USC00519397,2011-06-13,0.0,78
470,USC00519397,2011-06-14,0.0,78
471,USC00519397,2011-06-15,0.0,77
472,USC00519397,2011-06-17,0.0,78
473,USC00519397,2011-06-18,0.0,78
474,USC00519397,2011-06-19,0.05,75
475,USC00519397,2011-06-20,0.06,76
476,USC00519397,2011-06-21,0.07,76
477,USC00519397,2011-06-25,0.0,78
478,USC00519397,2011-06-26,0.0,76
479,USC00519397,2011-06-27,0.01,77
480,USC00519397,2011-06-28,0.01,75
481,USC00519397,2011-06-29,0.0,77
482,USC00519397,2011-07-01,0.05,77
483,USC00519397,2011-07-02,0.02,78
484,USC00519397,2011-07-03,0.0,78
485,USC00519397,2011-07-04,0.0,78
486,USC00519397,2011-07-05,0.01,78
487,USC00519397,2011-07-06,0.01,76
488,USC00519397,2011-07-07,0.01,76
489,USC00519397,2011-07-08,0.0,77
490,USC00519397,2011-07-09,0.03,77
491,USC00519397,2011-07-10,0.02,77
492,USC00519397,2011-07-11,0.0,78
493,USC00519397,2011-07-12,0.0,77
494,USC00519397,2011-07-13,0.15,73
495,USC00519397,2011-07-14,0.0,77
496,USC00519397,2011-07-15,0.0,79
497,USC00519397,2011-07-16,0.0,78
498,USC00519397,2011-07-17,0.04,77
499,USC00519397,2011-07-18,0.0,78
500,USC00519397,2011-07-19,0.0,78
501,USC00519397,2011-07-20,0.0,76
502,USC00519397,2011-07-21,0.03,77
503,USC00519397,2011-07-23,0.0,78
504,USC00519397,2011-07-24,0.0,77
505,USC00519397,2011-07-25,0.0,78
506,USC00519397,2011-07-26,0.0,78
507,USC00519397,2011-07-27,0.04,77
508,USC00519397,2011-07-28,0.09,77
509,USC00519397,2011-07-29,0.04,78
510,USC00519397,2011-07-30,0.12,80
511,USC00519397,2011-07-31,0.0,77
512,USC00519397,2011-08-01,0.0,78
513,USC00519397,2011-08-02,0.0,77
514,USC00519397,2011-08-03,0.0,78
515,USC00519397,2011-08-04,0.02,76
516,USC00519397,2011-08-05,0.03,78
517,USC00519397,2011-08-06,0.01,77
518,USC00519397,2011-08-07,0.0,78
519,USC00519397,2011-08-08,0.0,78
520,USC00519397,2011-08-09,0.0,79
521,USC00519397,2011-08-11,0.0,78
522,USC00519397,2011-08-12,0.0,78
523,USC00519397,2011-08-13,0.0,76
524,USC00519397,2011-08-14,0.0,78
525,USC00519397,2011-08-15,0.0,77
526,USC00519397,2011-08-16,0.0,79
527,USC00519397,2011-08-17,0.02,77
528,USC00519397,2011-08-18,0.0,77
529,USC00519397,2011-08-19,0.0,78
530,USC00519397,2011-08-20,0.07,77
531,USC00519397,2011-08-21,0.0,77
532,USC00519397,2011-08-22,0.0,78
533,USC00519397,2011-08-23,0.0,78
534,USC00519397,2011-08-24,0.0,79
535,USC00519397,2011-08-25,0.0,78
536,USC00519397,2011-08-26,0.0,78
537,USC00519397,2011-08-27,0.0,79
538,USC00519397,2011-08-28,0.05,76
539,USC00519397,2011-08-29,0.1,76
540,USC00519397,2011-08-30,0.02,78
541,USC00519397,2011-08-31,0.0,79
542,USC00519397,2011-09-02,0.0,79
543,USC00519397,2011-09-03,0.0,78
544,USC00519397,2011-09-04,0.03,77
545,USC00519397,2011-09-05,0.0,77
546,USC00519397,2011-09-06,0.0,73
547,USC00519397,2011-09-07,0.0,73
548,USC00519397,2011-09-08,0.0,77
549,USC00519397,2011-09-09,0.0,79
550,USC00519397,2011-09-10,0.0,77
551,USC00519397,2011-09-11,0.0,77
552,USC00519397,2011-09-12,0.0,85
553,USC00519397,2011-09-13,0.01,77
554,USC00519397,2011-09-14,0.0,76
555,USC00519397,2011-09-15,0.0,79
556,USC00519397,2011-09-16,0.0,79
557,USC00519397,2011-09-17,0.02,77
558,USC00519397,2011-09-18,0.04,77
559,USC00519397,2011-09-19,0.0,82
560,USC00519397,2011-09-20,0.0,80
561,USC00519397,2011-09-21,0.0,79
562,USC00519397,2011-09-22,0.03,78
563,USC00519397,2011-09-23,0.0,76
564,USC00519397,2011-09-24,0.0,77
565,USC00519397,2011-09-25,0.0,74
566,USC00519397,2011-09-26,0.0,77
567,USC00519397,2011-09-27,0.0,78
568,USC00519397,2011-09-28,0.0,77
569,USC00519397,2011-10-01,0.0,78
570,USC00519397,2011-10-02,0.0,78
571,USC00519397,2011-10-03,0.0,80
572,USC00519397,2011-10-06,0.0,75
573,USC00519397,2011-10-07,0.03,78
574,USC00519397,2011-10-08,0.0,79
575,USC00519397,2011-10-09,0.0,78
576,USC00519397,2011-10-10,0.02,77
577,USC00519397,2011-10-11,0.03,78
578,USC00519397,2011-10-12,0.0,77
579,USC00519397,2011-10-13,0.0,77
580,USC00519397,2011-10-14,0.03,78
581,USC00519397,2011-10-15,0.02,77
582,USC00519397,2011-10-16,0.0,76
583,USC00519397,2011-10-17,0.02,77
584,USC00519397,2011-10-18,0.01,76
585,USC00519397,2011-10-19,0.0,74
586,USC00519397,2011-10-20,0.0,78
587,USC00519397,2011-10-21,0.0,76
588,USC00519397,2011-10-22,0.0,77
589,USC00519397,2011-10-23,0.0,75
590,USC00519397,2011-10-24,0.14,74
591,USC00519397,2011-10-25,1.6,77
592,USC00519397,2011-10-26,0.01,76
593,USC00519397,2011-10-27,0.0,77
594,USC00519397,2011-10-28,0.05,73
595,USC00519397,2011-10-29,0.01,76
596,USC00519397,2011-10-30,0.0,75
597,USC00519397,2011-10-31,0.03,76
598,USC00519397,2011-11-01,0.58,71
599,USC00519397,2011-11-02,0.28,77
600,USC00519397,2011-11-03,0.02,77
601,USC00519397,2011-11-04,0.01,75
602,USC00519397,2011-11-05,0.0,76
603,USC00519397,2011-11-06,0.0,77
604,USC00519397,2011-11-07,0.0,78
605,USC00519397,2011-11-08,0.0,76
606,USC00519397,2011-11-09,0.02,76
607,USC00519397,2011-11-10,0.0,76
608,USC00519397,2011-11-11,0.05,74
609,USC00519397,2011-11-12,0.0,75
610,USC00519397,2011-11-13,0.0,76
611,USC00519397,2011-11-14,0.0,73
612,USC00519397,2011-11-15,0.0,71
613,USC00519397,2011-11-16,0.0,75
614,USC00519397,2011-11-17,0.0,76
615,USC00519397,2011-11-18,0.0,78
616,USC00519397,2011-11-19,0.0,76
617,USC00519397,2011-11-20,0.0,75
618,USC00519397,2011-11-21,0.01,76
619,USC00519397,2011-11-22,0.02,73
620,USC00519397,2011-11-23,0.01,75
621,USC00519397,2011-11-24,0.0,73
622,USC00519397,2011-11-25,0.01,70
623,USC00519397,2011-11-26,0.02,75
624,USC00519397,2011-11-27,0.07,73
625,USC00519397,2011-11-28,0.0,72
626,USC00519397,2011-11-29,0.0,72
627,USC00519397,2011-11-30,0.02,66
628,USC00519397,2011-12-01,0.03,69
629,USC00519397,2011-12-02,0.08,68
630,USC00519397,2011-12-03,0.0,73
631,USC00519397,2011-12-04,0.0,74
632,USC00519397,2011-12-05,0.0,73
633,USC00519397,2011-12-06,0.0,73
634,USC00519397,2011-12-07,0.0,73
635,USC00519397,2011-12-08,0.0,73
636,USC00519397,2011-12-09,0.13,71
637,USC00519397,2011-12-10,0.07,73
638,USC00519397,2011-12-11,0.07,73
639,USC00519397,2011-12-12,0.08,77
640,USC00519397,2011-12-13,0.4,72
641,USC00519397,2011-12-14,0.7,71
642,USC00519397,2011-12-15,0.0,73
643,USC00519397,2011-12-16,0.01,70
644,USC00519397,2011-12-17,0.07,73
645,USC00519397,2011-12-18,0.02,69
646,USC00519397,2011-12-19,0.15,74
647,USC00519397,2011-12-20,0.02,72
648,USC00519397,2011-12-21,0.18,71
649,USC00519397,2011-12-22,0.03,72
650,USC00519397,2011-12-23,0.04,72
651,USC00519397,2011-12-24,0.1,70
652,USC00519397,2011-12-25,0.03,73
653,USC00519397,2011-12-26,0.0,73
654,USC00519397,2011-12-27,0.0,72
655,USC00519397,2011-12-28,0.0,73
656,USC00519397,2011-12-29,0.0,73
657,USC00519397,2011-12-30,0.0,72
658,USC00519397,2011-12-31,0.01,63
659,USC00519397,2012-01-01,0.0,63
660,USC00519397,2012-01-02,0.0,66
661,USC00519397,2012-01-03,0.0,66
662,USC00519397,2012-01-04,0.0,74
663,USC00519397,2012-01-06,0.0,71
664,USC00519397,2012-01-07,0.0,65
665,USC00519397,2012-01-08,0.0,61
